"Name","ParticleCount","MinLife","MaxLife","ParticleMinInterval","ParticleMaxInterval","ParticleMinLife","ParticleMaxLife","ParticleMinAngle","ParticleMaxAngle","ParticleAngleRelativeToParent","ParticleRandomAngle","ParticleMinRadius","ParticleMaxRadius","ParticleMinSpeed","ParticleMaxSpeed","ParticleStartXYAreaRadius","ParticleStartX","ParticleStartZ","ParticleMinVelocityZ","ParticleMaxVelocityZ","ParticleGravity","ParticleMinTailLength","ParticleMaxTailLength","ParticleResource","ParticleExportName","RotateToDirection","LoopParticleClip","StartScale","EndScale","FadeInDuration","FadeOutDuration","Inertia","EnemyVersion","NoBounce","StopOnBounce","RandomScale","NoLowEndOptimization","SortingOffset","Shadow","AngularSpeed","ShadowMulR","ShadowMulG","ShadowMulB","ShadowMulA","ShadowYShift","InverseSpeed","ParticleMinSpawnAngle","ParticleMaxSpawnAngle","TrailMaxPoints","TrailDuration","TrailSWF","TrailExportName","SpecialEffect","FrameFromAngle","RotateMinSpeed","RotateMaxSpeed","IgnoreShadowFlip","ResourceFromAngle","Modifiers","ParticleRadiusAspect","ParticleSpecificEmitter","ParticleSpecificFollow","PlayParticleClipOnce"
"goblin_barrel_evolution_sparks",13,400,400,,5,1000,1600,,360,,"true",5,6,30,50,,,20,150,500,-2000,,,"sc/effects.sc","purple_sparkle2",,,40,60,,600,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","purple_Rock1Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_purple_sparkle4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_barrel_evolution_glow",50,1800,2000,5,10,600,800,-360,360,,"true",-2,4,1,10,,,,50,200,35,,,"sc/effects.sc","fireball_trail3",,,100,180,100,300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_barrel_evolution_glow_purple_dust",50,1800,2000,5,10,200,800,-360,360,,"true",-2,3,10,25,,,,50,200,35,,,"sc/effects.sc","purple_dust2",,,80,110,,500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_barrel_evolution_purple_glow",50,1200,1800,50,100,400,800,-360,360,,"true",-2,2,1,10,,-5,,50,200,35,,,"sc/effects.sc","explosion_purple_glow1",,,45,70,400,400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Poison_skull1_small",5,3000,3000,140,300,1500,2300,,360,,"true",2,6,,,,,,,20,1,,,"sc/effects.sc","poison_skull",,"true",1,100,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Poison_big_skull_small",3,,,10,50,1500,2300,,360,"true","true",-2,2,1,10,,,,,,-700,,,"sc/effects.sc","poison_skull",,,20,180,,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_drill_target1",1,15000,15000,,,15000,15000,,,,,,,,,,,,,,,,,"sc/effects.sc","evo_drill_target1",,"true",90,90,100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_drill_target2",1,15000,15000,,,15000,15000,,,,,,,,,,,,,,,,,"sc/effects.sc","evo_drill_target2",,,90,90,100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Machine_Smoketrail",55,3500,3500,15,25,1800,2000,-360,360,,"true",-1,1,,,,,,,,35,,,"sc/effects.sc","fireball_trail1",,,40,15,,500,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","fireball_trail2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Machine_Glow",50,800,800,5,10,800,800,-360,360,,"true",-3,3,,,,,,,,35,,,"sc/effects.sc","fireball_trail3",,,80,20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Machine_Explosion_Smoke",34,100,100,1,1,1500,2300,,360,,"true",3,4,10,15,,,14,20,30,10,,,"sc/effects.sc","explosion_cloud_1","true","true",40,70,,1800,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Machine_Explosion_Base",8,20,20,1,1,600,1200,,360,"true","true",1,4,,,,,,,50,-3500,,,"sc/effects.sc","particle_coal1",,"true",,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Machine_Explosion_Shadow",12,100,100,1,1,2700,2800,,360,,"true",2,4,,,,,,,,,,,"sc/effects.sc","explosion_cloud_1","true","true",80,80,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Machine_Fire",4,300,300,1,1,1200,1200,,360,,,1,4,1,10,,,,90,100,,,,"sc/effects.sc","FireParticle1",,,120,30,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Machine_Explosion_Glow",8,100,100,1,1,500,2500,,360,,"true",1,5,,,,,25,,,100,,,"sc/effects.sc","Deco_fireplace_glow","true",,60,20,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Machine_Explosion_Sparks",22,150,150,1,3,800,900,,360,,"true",1,3,50,60,,,29,500,900,-1600,,20,"sc/effects.sc","SparkleBlue","true",,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Machine_Continous_Fire",8,1500,1500,150,100,700,800,,360,,"true",1,3,,10,,,,,,300,,,"sc/effects.sc","MolotovTrailParticle","true",,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Godray_2",1,1,700,1,600,800,800,180,180,,,,,,,,,,,,,,,"sc/effects.sc","goblin_faction_godray_v1","true",,90,200,100,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Faction_puff",59,1,1,,,500,750,,360,,"true",3,4,70,80,,,,20,,25,,,"sc/effects.sc","goblin_dust",,,60,80,500,1000,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Faction_Smoke",4,1,1,,,800,1000,,360,,,-1,2,20,60,,,3,10,10,25,,,"sc/effects.sc","goblin_dust_1",,,100,70,50,1500,300,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Demolisher_Smoke_Steps",8,1,2,,,300,750,,360,,"true",-1,,,,,,,20,,,,,"sc/effects.sc","d2","true",,100,120,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"effect_goblin_curse_ground_fx",15,5500,5500,10,,500,700,,360,,"true",9,9,90,90,99,,,100,200,200,100000,100000000,"sc/effects.sc","Green_sparkle1",,"true",10,30,20,1000,100,,,,200,,,,,,,,,,"true",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"effect_goblin_curse_area_clouds",70,1,5,,,250,350,,360,,"true",4,4,150,150,,,,20,,80,,,"sc/effects.sc","green_sparks_archer_queen_01",,,150,50,25,400,50,,,,,,,"true",,,,43,95,,,,,,,,,,,-90,9,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"effect_goblin_curse_sparks_intro",20,50,200,,5,100,400,-160,-20,"true",,,2,50,70,,,125,60,100,200,10,100,"sc/effects.sc","Green_sparkle2",,,30,55,,300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"effect_goblin_curse_dust_intro",2,800,800,5,30,800,1000,,360,"true","true",,2,,20,,,121,,,200,,,"sc/effects.sc","explosion_green_glow1","true",,25,50,300,100,1,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,
"effect_goblin_curse_glow_dust_intro",12,1,5,,,500,600,,360,,"true",6,6,120,120,,,,20,,80,,,"sc/effects.sc","explosion_green_glow1",,,100,30,,800,50,,,,,,,"true",,,,43,95,,,,,,,,,,,-90,9,,,,,,,
"goblin_curse_team_color_blue",1,,,,,5500,5500,,,,,,,,,,,,,,,,,"sc/effects.sc","spell_poison_radius_blue",,"true",92,92,100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_curse_team_color_red",1,,,,,5500,5500,,,,,,,,,,,,,,,,,"sc/effects.sc","spell_poison_radius_red",,"true",92,92,100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"effect_goblin_curse_transform_ground_puff",5,2,2,,,700,700,-360,360,,,1,2,5,10,,,,20,25,,,,"sc/effects.sc","green_sparks_archer_queen_01",,"true",100,140,50,300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","green_sparks_archer_queen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"effect_goblin_curse_transform_drops",9,2,2,,,700,700,-360,360,,,1,1,30,70,,,62,,,-200,,,"sc/effects.sc","archer_queen_projectile_fx_2",,"true",120,60,,300,150,,,,,,,,,,,,,,,,,,,,,,,30,360,,,,,,,
"effect_goblin_curse_drops_2",5,2,2,,,700,700,-360,360,,,,,20,50,,,48,,,-200,,,"sc/effects.sc","archer_queen_projectile_fx_2",,"true",120,40,,300,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"effect_death_Goblin_Curse_burst",10,80,80,1,3,300,1000,,360,,,,,25,70,,,11,200,400,-1700,150,200,"sc/effects.sc","archer_queen_projectile_fx_2",,,60,30,,200,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"effect_goblin_curse_dmg_amplification_red",10,40,40,,4,70,100,,360,,"true",,1,300,350,,,18,,,,500,1000,"sc/effects.sc","goblin_curse_dmg_amplification_spark",,"true",60,40,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_drill_evo_particles",15,10000,10000,,1,900,2500,,180,,"true",2,3,25,60,,,,10,500,-2000,,,"sc/effects.sc","Death_purple_sparkle2","true",,40,20,,400,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_purple_sparkle4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","purple_dust2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","purple_Rock1Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_drill_smoke_evo",13,500,500,30,70,1600,1800,90,270,,"true",-1,1,1,2,,,,40,60,,,,"sc/effects.sc","d2_purple","true",,60,120,700,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3_purple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"effect_goblin_curse_area_clouds_outro",70,1,5,,,300,500,,360,,"true",17,17,250,250,,,,20,,80,,,"sc/effects.sc","green_sparks_archer_queen_01",,,150,50,400,400,50,,,,,,,"true",,,,43,95,,"true",,,,,,,,,-90,9,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"effect_goblin_curse_outro_particles",54,100,200,,5,4,500,,360,"true","true",3,3,,,,,,,-1000,1000,,,"sc/effects.sc","green_sparks_archer_queen_01",,"true",80,30,100,400,1,,,,,,,,,,,,90,-44,,,,,,,,,,80,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","archer_queen_projectile_fx_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_drill_evo_predeploy_rocks",26,10000,10000,,50,1800,3200,,360,,"true",,,10,50,,,,10,500,-2000,,,"sc/effects.sc","purple_Rock3Particle","true",,70,50,,400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock2Particle_b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock3Particle_b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock3Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock2Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock1Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_drill_evo_dig",20,10000,10000,25,50,1000,1500,,360,,"true",1,1,10,30,,,,,,-2000,,,"sc/effects.sc","miner_trail","true",,70,70,,500,500,,,,10,"true",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","purple_Rock3Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","miner_trail2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_drill_evolution_smoke",31,500,500,50,100,1800,200,90,270,,"true",-1,1,1,2,,,,40,60,,,,"sc/effects.sc","d2","true",,40,100,1000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_drill_evolution_deploy_rocks",26,,,,,1300,2000,,360,,"true",1,3,30,50,,,20,150,1000,-2000,,,"sc/effects.sc","Rock1Particle",,,80,40,,600,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock2Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","purple_Rock3Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_drill_explosion",48,150,150,5,10,1000,1600,,360,"true","true",,2,50,80,,,30,300,700,-1500,,,"sc/effects.sc","crate_particle_1","true",,100,80,,200,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","crate_particle_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","purple_Rock2Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","purple_Rock1Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","purple_Rock3Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_drill_evolution_rocks",26,750,1250,,50,700,2500,,360,,"true",,,10,50,,,,10,500,-2000,,,"sc/effects.sc","Rock1Particle_b","true",,70,50,,400,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock2Particle_b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock3Particle_b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock3Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock2Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock1Particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_drill_evolution_death_smoke",11,190,190,,,1500,1800,-130,-50,,,3,5,,70,,,,50,100,,,,"sc/effects_evolution.sc","Death_dark_elixir_smoke","true",,40,90,,4000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects_evolution.sc","Death_dark_elixir_smoke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Smoke_puff_01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_queen_ability_elixir_gain",12,300,300,,5,4,600,,360,"true","true",7,11,30,40,,,,,-2000,600,400,3000,"sc/effects.sc","Green_sparkle1",,"true",100,50,,600,1,,,,,,,,,,,,95,-68,,,,,,,,,,,,,,"BounceAway",,,,
"goblin_queen_ability_elixir_gain_ability_ready",70,1,1,,,300,500,,-360,"true",,12,12,500,505,,,,,-200,200,,,"sc/effects.sc","goblin_dust",,"true",120,80,,400,1,,,,,,,,,,,,95,-68,,,,,,,,,,20,90,,,"BounceAway",,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"goblin_queen_ability_activate",55,500,600,,10,500,600,,360,"true","true",9,11,30,50,,,,,100,300,100,500,"sc/effects.sc","Green_sparkle1",,"true",120,60,100,400,1,,,,,,,,,,,,95,-68,,,,,,,,,,,,,,"BounceAway",,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Sparkle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BabyGoblin_Fly_trail_glow",50,1800,2000,5,10,150,150,-360,360,,"true",1,2,1,100,,,,50,300,25,50,100,"sc/effects.sc","d3",,,100,40,100,150,1,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3_white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BabyGoblin_Landing_dustPuff1",12,1,1,,,100,300,,360,,"true",-1,,10,40,,,,20,,,,,"sc/effects.sc","d1","true",,90,140,,300,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BabyGoblin_landing_intro",8,200,200,,,200,500,,360,"true","true",1,2,50,100,,,,100,250,-100,,,"sc/effects.sc","particle_amber_bokeh_gem","true","true",40,40,50,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_amber_bokeh_gem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BabyGoblin_Landing_dustPuff2",51,1,1,,,200,400,,360,,"true",3,4,40,50,,,,20,,25,,,"sc/effects.sc","d3",,,80,40,,500,50,,,,,,,"true",,,,43,95,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3_green_dark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BabyGoblin_Fly_Spawning_dustPuff",6,200,200,,,100,300,,360,,"true",-1,,10,40,,,,20,,,,,"sc/effects.sc","goblin_dust_3","true",,80,100,,400,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Queen_Ability_Activate_Wave",70,200,300,5,5,300,500,,360,,"true",30,30,300,400,,,,20,,100,100,200,"sc/effects.sc","Green_sparkle2",,,100,50,150,400,50,,,,,,,"true",,,,43,95,,"true",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Queen_Ability_Glow",8,100,100,1,1,500,1500,,360,,"true",1,5,,,,,,,,50,,,"sc/effects.sc","Deco_fireplace_glow","true",,150,50,200,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Queen_DustPuff",70,1,1,,,700,750,,360,,"true",7,8,60,80,,,,20,,25,,,"sc/effects.sc","d3",,,90,100,200,900,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","d3_green_dark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goblin_Queen_GlowPuff",70,1,1,,,600,800,,360,,"true",7,8,60,80,,,,20,,25,,,"sc/effects.sc","goblin_dust_1",,,50,100,,600,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","goblin_dust",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
