"Name","BankName","EventName"
"Get_Gold_Brick_UI","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_get_gold_brick"
"Open_Piggy_Bank","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_open_piggy_bank"
"Open_Piggy_Bank_Uncut_Gamz","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_open_piggy_bank_uncut_game"
"League_road_door_open","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_league_road_door_open"
"Boost_potion_used","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_boost_potion_used"
"sound_superhog_rider_deploy_end","soundbanks/card_legendary_superhog_rider.bank","event:/Main/Card/Legendary/card_legendary_superhog_rider/card_legendary_superhog_rider_deploy_end"
"Goblin_Party_Hut_Deploy","soundbanks/card_legendary_goblin_party_hut.bank","event:/Main/Card/Legendary/card_legendary_goblin_party_hut/card_legendary_goblin_party_hut_deploy"
"Goblin_Party_Hut_Destroyed","soundbanks/card_legendary_goblin_party_hut.bank","event:/Main/Card/Legendary/card_legendary_goblin_party_hut/card_legendary_goblin_party_hut_destroyed"
"sound_evo_in_deck","soundbanks/ui_battle_retro.bank","event:/Main/UI/Battle/ui_battle_retro/ui_battle_retro_evo_in_deck"
"RockArena_Arena_Start","soundbanks/ui_battle_retro.bank","event:/Main/UI/Battle/ui_battle_retro/ui_battle_retro_rockarena_start"
"Firecracker_Fireworks","soundbanks/card_common_firecracker.bank","event:/Main/Card/Common/card_common_firecracker/card_common_firecracker_fireworks"
"Firecracker_Fireworks_Big","soundbanks/card_common_firecracker.bank","event:/Main/Card/Common/card_common_firecracker/card_common_firecracker_fireworks_big"
"Evo_Giant_Pushback","soundbanks/card_evolution_giant.bank","event:/Main/Card/Evolution/card_evolution_giant/card_evolution_giant_pushback"
"Evo_Shard_UI_Origin_Story","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_shard_origin_story"
"Evo_Knight_Shield","soundbanks/card_evolution_knight.bank","event:/Main/Card/Evolution/card_evolution_knight/card_evolution_knight_shield"
"Evo_Recruits_Charge","soundbanks/card_evolution_recruits.bank","event:/Main/Card/Evolution/card_evolution_recruits/card_evolution_recruits_charge"
"Evo_Bats_Heal","soundbanks/card_evolution_bats.bank","event:/Main/Card/Evolution/card_evolution_bats/card_evolution_bats_heal"
"Evo_Bats_Atk","soundbanks/card_evolution_bats.bank","event:/Main/Card/Evolution/card_evolution_bats/card_evolution_bats_atk"
"Evo_Bats_Fly","soundbanks/card_evolution_bats.bank","event:/Main/Card/Evolution/card_evolution_bats/card_evolution_bats_fly"
"Evo_Bats_Deploy","soundbanks/card_evolution_bats.bank","event:/Main/Card/Evolution/card_evolution_bats/card_evolution_bats_deploy"
"Evolution_Ice_Spirit_Crystal_Sfx","soundbanks/card_evolution_ice_spirit.bank","event:/Main/Card/Evolution/card_evolution_ice_spirit/card_evolution_ice_spirit_crystal_sfx"
"Evo_icespirit_pulse_sfx","soundbanks/card_evolution_ice_spirit.bank","event:/Main/Card/Evolution/card_evolution_ice_spirit/card_evolution_ice_spirit_pulse_sfx"
"Evo_Icespirit_Deploy_Sfx","soundbanks/card_evolution_ice_spirit.bank","event:/Main/Card/Evolution/card_evolution_ice_spirit/card_evolution_ice_spirit_deploy_sfx"
"Evo_Archer_Dep_Sfx","soundbanks/card_evolution_archer.bank","event:/Main/Card/Evolution/card_evolution_archer/card_evolution_archer_dep_sfx"
"Evo:Archer_Crit_Fire_Sfx","soundbanks/card_evolution_archer.bank","event:/Main/Card/Evolution/card_evolution_archer/card_evolution_archer_crit_fire_sfx"
"Prince_Dep_VO","soundbanks/card_champion_little_prince.bank","event:/Main/Card/Champion/card_champion_little_prince/card_champion_little_prince_dep_vo"
"Prince_Dep_SFX","soundbanks/card_champion_little_prince.bank","event:/Main/Card/Champion/card_champion_little_prince/card_champion_little_prince_dep_sfx"
"Prince_Call_Guard","soundbanks/card_champion_little_prince.bank","event:/Main/Card/Champion/card_champion_little_prince/card_champion_little_prince_call_guard"
"Guardienne_Die_SFX","soundbanks/card_champion_little_prince.bank","event:/Main/Card/Champion/card_champion_little_prince/card_champion_little_prince_guardienne_die_sfx"
"Guardienne_Dep_VO","soundbanks/card_champion_little_prince.bank","event:/Main/Card/Champion/card_champion_little_prince/card_champion_little_prince_guardienne_dep_vo"
"Guardienne_Atk_SFX","soundbanks/card_champion_little_prince.bank","event:/Main/Card/Champion/card_champion_little_prince/card_champion_little_prince_guardienne_atk_sfx"
"Guardienne_Dash_SFX","soundbanks/card_champion_little_prince.bank","event:/Main/Card/Champion/card_champion_little_prince/card_champion_little_prince_guardienne_dash_sfx"
"little_prince_die_SFX","soundbanks/card_champion_little_prince.bank","event:/Main/Card/Champion/card_champion_little_prince/card_champion_little_prince_die_sfx"
"little_prince_atk_SFX","soundbanks/card_champion_little_prince.bank","event:/Main/Card/Champion/card_champion_little_prince/card_champion_little_prince_atk_sfx"
"little_prince_speedup_atk","soundbanks/card_champion_little_prince.bank","event:/Main/Card/Champion/card_champion_little_prince/card_champion_little_prince_speedup_atk"
"Tavern_Arena_Jingle","soundbanks/music_jingle_general.bank","event:/Main/Music/Jingle/music_jingle_general/music_jingle_general_tavern_arena_jingle"
"Blizzard_Loop_SFX","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_blizzard_loop_sfx"
"Evo_Valkyrie_Deploy","soundbanks/card_evolution_valkyrie.bank","event:/Main/Card/Evolution/card_evolution_valkyrie/card_evolution_valkyrie_deploy"
"Evo_Valkyrie_Atk","soundbanks/card_evolution_valkyrie.bank","event:/Main/Card/Evolution/card_evolution_valkyrie/card_evolution_valkyrie_atk"
"Cannoneer_Atk_VO","soundbanks/card_tower_cannoneer.bank","event:/Main/Card/Tower/card_tower_cannoneer/card_tower_cannoneer_atk_vo"
"sound_evo_mortar_attack","soundbanks/card_evolution_mortar.bank","event:/Main/Card/Evolution/card_evolution_mortar/card_evolution_mortar_attack"
"evo_wallbreaker_dep_sfx","soundbanks/card_evolution_wallbreaker.bank","event:/Main/Card/Evolution/card_evolution_wallbreaker/card_evolution_wallbreaker_dep_sfx"
"evo_wallbreaker_walk_sfx","soundbanks/card_evolution_wallbreaker.bank","event:/Main/Card/Evolution/card_evolution_wallbreaker/card_evolution_wallbreaker_walk_sfx"
"sound_evo_bomber_deploy","soundbanks/card_evolution_bomber.bank","event:/Main/Card/Evolution/card_evolution_bomber/card_evolution_bomber_deploy"
"sound_evo_bomber_steps","soundbanks/card_evolution_bomber.bank","event:/Main/Card/Evolution/card_evolution_bomber/card_evolution_bomber_steps"
"sound_evo_bomber_bum","soundbanks/card_evolution_bomber.bank","event:/Main/Card/Evolution/card_evolution_bomber/card_evolution_bomber_bum"
"sound_evo_bomber_bumbum","soundbanks/card_evolution_bomber.bank","event:/Main/Card/Evolution/card_evolution_bomber/card_evolution_bomber_bumbum"
"sound_evo_tesla_up","soundbanks/card_evolution_tesla.bank","event:/Main/Card/Evolution/card_evolution_tesla/card_evolution_tesla_up"
"sound_evo_tesla_down","soundbanks/card_evolution_tesla.bank","event:/Main/Card/Evolution/card_evolution_tesla/card_evolution_tesla_down"
"sound_evo_tesla_attack","soundbanks/card_evolution_tesla.bank","event:/Main/Card/Evolution/card_evolution_tesla/card_evolution_tesla_attack"
"sound_evo_tesla_deploy","soundbanks/card_evolution_tesla.bank","event:/Main/Card/Evolution/card_evolution_tesla/card_evolution_tesla_deploy"
"sound_evo_zap","soundbanks/card_evolution_zap.bank","event:/Main/Card/Evolution/card_evolution_zap/card_evolution_zap_spell"
"sound_evo_tesla_beam","soundbanks/card_evolution_tesla.bank","event:/Main/Card/Evolution/card_evolution_tesla/card_evolution_tesla_beam"
"sound_tap_lootdrop_common","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_tap_lootdrop_common"
"sound_tap_lootdrop_rare","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_tap_lootdrop_rare"
"sound_tap_lootdrop_epic","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_tap_lootdrop_epic"
"sound_tap_lootdrop_legendary","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_tap_lootdrop_legendary"
"sound_tap_lootdrop_open","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_tap_lootdrop_open"
"sound_royaledrop_loop","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_royale_drop_loop"
"sound_dd_throw","soundbanks/card_tower_dagger_duchess.bank","event:/Main/Card/Tower/card_tower_dagger_duchess/card_tower_dagger_duchess_throw"
"sound_dd_finalthrow","soundbanks/card_tower_dagger_duchess.bank","event:/Main/Card/Tower/card_tower_dagger_duchess/card_tower_dagger_duchess_finalthrow"
"sound_dd_slowthrow","soundbanks/card_tower_dagger_duchess.bank","event:/Main/Card/Tower/card_tower_dagger_duchess/card_tower_dagger_duchess_slowthrow"
"sound_dd_attack_vo","soundbanks/card_tower_dagger_duchess.bank","event:/Main/Card/Tower/card_tower_dagger_duchess/card_tower_dagger_duchess_attack_vo"
"sound_evo_battleram_deploy","soundbanks/card_evolution_battleram.bank","event:/Main/Card/Evolution/card_evolution_battleram/card_evolution_battleram_deploy"
"sound_evo_battleram_charge","soundbanks/card_evolution_battleram.bank","event:/Main/Card/Evolution/card_evolution_battleram/card_evolution_battleram_charge"
"sound_evo_wizard_attack_vo","soundbanks/card_evolution_wizard.bank","event:/Main/Card/Evolution/card_evolution_wizard/card_evolution_wizard_attack_vo"
"sound_evo_wizard_attack_start","soundbanks/card_evolution_wizard.bank","event:/Main/Card/Evolution/card_evolution_wizard/card_evolution_wizard_attack_start"
"sound_evo_wizard_deploy","soundbanks/card_evolution_wizard.bank","event:/Main/Card/Evolution/card_evolution_wizard/card_evolution_wizard_deploy"
"Dark_Magic_Spell","soundbanks/card_epic_dark_magic.bank","event:/Main/Card/Epic/card_epic_dark_magic/card_epic_dark_magic_spell"
"Evo_Wizard_Firestep","soundbanks/card_evolution_wizard.bank","event:/Main/Card/Evolution/card_evolution_wizard/card_evolution_wizard_firestep"
"Evo_Wizard_Firewhoosh","soundbanks/card_evolution_wizard.bank","event:/Main/Card/Evolution/card_evolution_wizard/card_evolution_wizard_firewhoosh"
"Evo_Gob_Barrel_Deploy","soundbanks/card_evolution_goblin_barrel.bank","event:/Main/Card/Evolution/card_evolution_goblin_barrel/card_evolution_goblin_barrel_deploy"
"Gob_Demo_Deploy","soundbanks/card_rare_goblin_demolisher.bank","event:/Main/Card/Rare/card_rare_goblin_demolisher/card_rare_goblin_demolisher_deploy"
"Gob_Demo_Deploy_VO","soundbanks/card_rare_goblin_demolisher.bank","event:/Main/Card/Rare/card_rare_goblin_demolisher/card_rare_goblin_demolisher_deploy_vo"
"Gob_Demo_Atk","soundbanks/card_rare_goblin_demolisher.bank","event:/Main/Card/Rare/card_rare_goblin_demolisher/card_rare_goblin_demolisher_atk"
"Gob_Demo_Tnt_Explo","soundbanks/card_rare_goblin_demolisher.bank","event:/Main/Card/Rare/card_rare_goblin_demolisher/card_rare_goblin_demolisher_tnt_explo"
"Gob_Demo_Charge","soundbanks/card_rare_goblin_demolisher.bank","event:/Main/Card/Rare/card_rare_goblin_demolisher/card_rare_goblin_demolisher_charge"
"Gob_Demo_Explo","soundbanks/card_rare_goblin_demolisher.bank","event:/Main/Card/Rare/card_rare_goblin_demolisher/card_rare_goblin_demolisher_explo"
"Gob_Demo_Step","soundbanks/card_rare_goblin_demolisher.bank","event:/Main/Card/Rare/card_rare_goblin_demolisher/card_rare_goblin_demolisher_step"
"Gob_Demo_Step_VO","soundbanks/card_rare_goblin_demolisher.bank","event:/Main/Card/Rare/card_rare_goblin_demolisher/card_rare_goblin_demolisher_step_vo"
"Gob_Machine_Deploy","soundbanks/card_legendary_goblin_machine.bank","event:/Main/Card/Legendary/card_legendary_goblin_machine/card_legendary_goblin_machine_deploy"
"Gob_Machine_Footstep","soundbanks/card_legendary_goblin_machine.bank","event:/Main/Card/Legendary/card_legendary_goblin_machine/card_legendary_goblin_machine_footstep"
"Gob_Machine_Melee_Atk","soundbanks/card_legendary_goblin_machine.bank","event:/Main/Card/Legendary/card_legendary_goblin_machine/card_legendary_goblin_machine_melee_atk"
"Gob_Machine_Rocket_Atk","soundbanks/card_legendary_goblin_machine.bank","event:/Main/Card/Legendary/card_legendary_goblin_machine/card_legendary_goblin_machine_rocket_atk"
"Gob_Curse_Spell","soundbanks/card_epic_goblin_curse.bank","event:/Main/Card/Epic/card_epic_goblin_curse/card_epic_goblin_curse_spell"
"Gob_Curse_Spell_Transformation","soundbanks/card_epic_goblin_curse.bank","event:/Main/Card/Epic/card_epic_goblin_curse/card_epic_goblin_curse_spell_transformation"
"Gob_Curse_Spell_End","soundbanks/card_epic_goblin_curse.bank","event:/Main/Card/Epic/card_epic_goblin_curse/card_epic_goblin_curse_spell_end"
"Gob_Unlock_Banner","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_jingle/ui_menu_general_jingle_gob_unlock_banner"
"Gob_Unlock_Reward","soundbanks/ui_menu_goblin.bank","event:/Main/UI/Menu/ui_menu_goblin/ui_menu_goblin_gob_unlock_reward"
"Gob_Baby_Launch","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_gob_baby_launch_vo"
"Gob_Baby_Launch_Sfx","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_gob_baby_launch_sfx"
"Gob_Queen_Ability_Mist","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_ability_mist"
"Gob_machine_Dep_VO","soundbanks/card_legendary_goblin_machine.bank","event:/Main/Card/Legendary/card_legendary_goblin_machine/card_legendary_goblin_machine_dep_vo"
"Gob_Queen_Tower_Atk","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_atk"
"Gob_Tower_Atk","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_tower_atk"
"sound_evo_activated","soundbanks/ui_menu_general.bank","event:/Main/UI/Menu/ui_menu_general/ui_menu_general_sound_evo_activated"
"Gob_Queen_Ability_Ready_VO","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_ability_ready_vo"
"Gob_Queen_Ability_Use_VO","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_ability_use_vo"
"Gob_Machine_Target_Aquired_Sfx","soundbanks/card_legendary_goblin_machine.bank","event:/Main/Card/Legendary/card_legendary_goblin_machine/card_legendary_goblin_machine_target_aquired_sfx"
"Goblin_Queen_Angry_VO","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_angry_vo"
"Gob_Queen_Elixir_Gain_Sfx","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_elixir_gain_sfx"
"Gob_Queen_Tut_Vo_1","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_tut_vo_1"
"Gob_Queen_Tut_Vo_2","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_tut_vo_2"
"Gob_Queen_Tut_Vo_3","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_tut_vo_3"
"Gob_Queen_Tut_Vo_4","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_tut_vo_4"
"Gob_Queen_Die","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_die"
"Gob_Queen_Activate","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_activate"
"Gob_Queen_Atk_Hit","soundbanks/card_tower_goblin_queen.bank","event:/Main/Card/Tower/card_tower_goblin_queen/card_tower_goblin_queen_atk_hit"
"Rocket_Silo_1","soundbanks/card_common_rocket_silo.bank","event:/Main/Card/Common/card_common_rocket_silo/card_common_rocket_silo_1"
"Rocket_Silo_2","soundbanks/card_common_rocket_silo.bank","event:/Main/Card/Common/card_common_rocket_silo/card_common_rocket_silo_2"
"Rocket_Silo_3","soundbanks/card_common_rocket_silo.bank","event:/Main/Card/Common/card_common_rocket_silo/card_common_rocket_silo_3"
"Rocket_Silo_Launch","soundbanks/card_common_rocket_silo.bank","event:/Main/Card/Common/card_common_rocket_silo/card_common_rocket_silo_launch"
"Evo_Gob_Drill_Dep","soundbanks/card_evolution_goblin_drill.bank","event:/Main/Card/Evolution/card_evolution_goblin_drill/card_evolution_goblin_drill_dep"
"Evo_Gob_Drill_Up","soundbanks/card_evolution_goblin_drill.bank","event:/Main/Card/Evolution/card_evolution_goblin_drill/card_evolution_goblin_drill_up"
"Evo_Giant_Gob_Dep","soundbanks/card_evolution_goblin_giant.bank","event:/Main/Card/Evolution/card_evolution_goblin_giant/card_evolution_goblin_giant_deploy"
"Evo_Gob_Drill_Dis","soundbanks/card_evolution_goblin_drill.bank","event:/Main/Card/Evolution/card_evolution_goblin_drill/card_evolution_goblin_drill_dis"
"Evo_Gob_Giant_Spawn","soundbanks/card_evolution_goblin_giant.bank","event:/Main/Card/Evolution/card_evolution_goblin_giant/card_evolution_goblin_giant_spawn"
"Gob_Bush_Deploy","soundbanks/card_rare_gob_bush.bank","event:/Main/Card/Rare/card_rare_gob_bush/card_rare_gob_bush_deploy"
"Gob_Bush_Walk","soundbanks/card_rare_gob_bush.bank","event:/Main/Card/Rare/card_rare_gob_bush/card_rare_gob_bush_walk"
"Gob_Bush_Gobsout","soundbanks/card_rare_gob_bush.bank","event:/Main/Card/Rare/card_rare_gob_bush/card_rare_gob_bush_gobsout"
"Evo_Gob_Cage_Dep","soundbanks/card_evolution_goblin_cage.bank","event:/Main/Card/Evolution/card_evolution_goblin_cage/card_evolution_goblin_cage_dep"
"Evo_Gob_Cage_Break","soundbanks/card_evolution_goblin_cage.bank","event:/Main/Card/Evolution/card_evolution_goblin_cage/card_evolution_goblin_cage_break"
"Goblin_Cage_Fight_Loop","soundbanks/card_evolution_goblin_cage.bank","event:/Main/Card/Evolution/card_evolution_goblin_cage/card_evolution_goblin_cage_fight_loop"
"Goblin_Cage_Drag","soundbanks/card_evolution_goblin_cage.bank","event:/Main/Card/Evolution/card_evolution_goblin_cage/card_evolution_goblin_cage_drag"
"Gob_Bush_NoLaugh","soundbanks/card_rare_gob_bush.bank","event:/Main/Card/Rare/card_rare_gob_bush/card_rare_gob_bush_nolaugh"
"Super_Archer_Tornado","soundbanks/uncategorized.bank","event:/Main/Uncategorized/super_acher_tornado"
"sound_evo_pekka_deploy","soundbanks/card_evolution_pekka.bank","event:/Main/Card/Evolution/card_evolution_pekka/card_evolution_pekka_deploy"
"sound_evo_pekka_deploy_end","soundbanks/card_evolution_pekka.bank","event:/Main/Card/Evolution/card_evolution_pekka/card_evolution_pekka_deploy_end"
"sound_evo_pekka_steps","soundbanks/card_evolution_pekka.bank","event:/Main/Card/Evolution/card_evolution_pekka/card_evolution_pekka_steps"
"sound_evo_pekka_attack_start","soundbanks/card_evolution_pekka.bank","event:/Main/Card/Evolution/card_evolution_pekka/card_evolution_pekka_attack_start"
"sound_evo_pekka_hit","soundbanks/card_evolution_pekka.bank","event:/Main/Card/Evolution/card_evolution_pekka/card_evolution_pekka_hit"
"sound_evo_pekka_die","soundbanks/card_evolution_pekka.bank","event:/Main/Card/Evolution/card_evolution_pekka/card_evolution_pekka_die"
"sound_evo_pekka_heal","soundbanks/card_evolution_pekka.bank","event:/Main/Card/Evolution/card_evolution_pekka/card_evolution_pekka_heal"
"sound_evo_pekka_butterfly","soundbanks/card_evolution_pekka.bank","event:/Main/Card/Evolution/card_evolution_pekka/card_evolution_pekka_butterfly"
"sound_evo_pekka_butterfly_sfx","soundbanks/card_evolution_pekka.bank","event:/Main/Card/Evolution/card_evolution_pekka/card_evolution_pekka_butterfly_sfx"
"Evo_Mega_Knight_Dep_VO","soundbanks/card_evolution_mega_knight.bank","event:/Main/Card/Evolution/card_evolution_mega_knight/card_evolution_mega_knight_dep_vo"
"Evo_Mega_Knight_Dash_VO","soundbanks/card_evolution_mega_knight.bank","event:/Main/Card/Evolution/card_evolution_mega_knight/card_evolution_mega_knight_dash_vo"
"Evo_Mega_Knight_Dash_SFX","soundbanks/card_evolution_mega_knight.bank","event:/Main/Card/Evolution/card_evolution_mega_knight/card_evolution_mega_knight_dash_sfx"
"Evo_Mega_Knight_Dash_End_SFX","soundbanks/card_evolution_mega_knight.bank","event:/Main/Card/Evolution/card_evolution_mega_knight/card_evolution_mega_knight_dash_end_sfx"
"Evo_Mega_Knight_Dash_End_VO","soundbanks/card_evolution_mega_knight.bank","event:/Main/Card/Evolution/card_evolution_mega_knight/card_evolution_mega_knight_dash_end_vo"
"Evo_Mega_Knight_Atk_VO","soundbanks/card_evolution_mega_knight.bank","event:/Main/Card/Evolution/card_evolution_mega_knight/card_evolution_mega_knight_atk_vo"
"Evo_Mega_Knight_Atk_SFX","soundbanks/card_evolution_mega_knight.bank","event:/Main/Card/Evolution/card_evolution_mega_knight/card_evolution_mega_knight_atk_sfx"
"Evo_Mega_Knight_Step_VO","soundbanks/card_evolution_mega_knight.bank","event:/Main/Card/Evolution/card_evolution_mega_knight/card_evolution_mega_knight_step_vo"
"Evo_Mega_Knight_Step_SFX","soundbanks/card_evolution_mega_knight.bank","event:/Main/Card/Evolution/card_evolution_mega_knight/card_evolution_mega_knight_step_sfx"
"Evo_Mega_Knight_Dep_SFX","soundbanks/card_evolution_mega_knight.bank","event:/Main/Card/Evolution/card_evolution_mega_knight/card_evolution_mega_knight_dep_sfx"
"Evo_Mega_Knight_Atk_Hit_Sfx","soundbanks/card_evolution_mega_knight.bank","event:/Main/Card/Evolution/card_evolution_mega_knight/card_evolution_mega_knight_atk_hit_sfx"
"Evo_Mega_Knight_Land","soundbanks/card_evolution_mega_knight.bank","event:/Main/Card/Evolution/card_evolution_mega_knight/card_evolution_mega_knight_land"
"2x_Elixir_Jingle","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_2x_elixir_jingle"
"3x_Elixir_Jingle","soundbanks/ui_battle_general.bank","event:/Main/UI/Battle/ui_battle_general/ui_battle_general_3x_elixir_jingle"
"Fight_Night_Arena_Overtime_Jingle","soundbanks/music_jingle_general.bank","event:/Main/Music/Jingle/music_jingle_general/music_jingle_general_fight_night_arena_overtime_jingle"
"Evo_Belectrix_Atk","soundbanks/card_evolution_belectrix.bank","event:/Main/Card/Evolution/card_evolution_belectrix/card_evolution_belectrix_atk"
"Evo_Belectrix_Dep_Sfx","soundbanks/card_evolution_belectrix.bank","event:/Main/Card/Evolution/card_evolution_belectrix/card_evolution_belectrix_dep_sfx"
"Evo_Belectrix_Dep_End_Vo","soundbanks/card_evolution_belectrix.bank","event:/Main/Card/Evolution/card_evolution_belectrix/card_evolution_belectrix_dep_end_vo"
"Gobstein_Dep_End_Vo","soundbanks/card_champion_goblin_science.bank","event:/Main/Card/Champion/card_champion_goblin_science/card_champion_goblin_science_gobstein_dep_end_vo"
"Gobscience_Atk_Sfx","soundbanks/card_champion_goblin_science.bank","event:/Main/Card/Champion/card_champion_goblin_science/card_champion_goblin_science_gobscience_atk_sfx"
"Gobscience_Teather_Loop","soundbanks/card_champion_goblin_science.bank","event:/Main/Card/Champion/card_champion_goblin_science/card_champion_goblin_science_gobscience_teather_loop"
"Gobstein_Dep_Sfx","soundbanks/card_champion_goblin_science.bank","event:/Main/Card/Champion/card_champion_goblin_science/card_champion_goblin_science_gobstein_dep_sfx"
"Gobstein_Atk_Sfx","soundbanks/card_champion_goblin_science.bank","event:/Main/Card/Champion/card_champion_goblin_science/card_champion_goblin_science_gobstein_atk_sfx"
"Gobscience_Lolz","soundbanks/card_champion_goblin_science.bank","event:/Main/Card/Champion/card_champion_goblin_science/card_champion_goblin_science_lolz"
"Gobstein_Step","soundbanks/card_champion_goblin_science.bank","event:/Main/Card/Champion/card_champion_goblin_science/card_champion_goblin_science_gobstein_step"
"Gobscience_Ability","soundbanks/card_champion_goblin_science.bank","event:/Main/Card/Champion/card_champion_goblin_science/card_champion_goblin_science_ability"
"Gobscience_Elec_Hit","soundbanks/card_champion_goblin_science.bank","event:/Main/Card/Champion/card_champion_goblin_science/card_champion_goblin_science_elec_hit"
"Event_Blackout_Thunder","soundbanks/card_champion_goblin_science.bank","event:/Main/Card/Champion/card_champion_goblin_science/card_champion_goblin_science_blackout_thunder"
"Event_Blackout_LightsOn","soundbanks/card_champion_goblin_science.bank","event:/Main/Card/Champion/card_champion_goblin_science/card_champion_goblin_science_blackout_lights_on"
"Event_Blackout_Thunder_Long","soundbanks/card_champion_goblin_science.bank","event:/Main/Card/Champion/card_champion_goblin_science/card_champion_goblin_science_blackout_thunder_long"
"Gobstein_Tether_Beam_End","soundbanks/card_champion_goblin_science.bank","event:/Main/Card/Champion/card_champion_goblin_science/card_champion_goblin_science_gobstein_tether_beam_end"
"Event_Blackout_LightsOff","soundbanks/card_champion_goblin_science.bank","event:/Main/Card/Champion/card_champion_goblin_science/card_champion_goblin_science_blackout_lights_off"
"Gobscience_Step","soundbanks/card_champion_goblin_science.bank","event:/Main/Card/Champion/card_champion_goblin_science/card_champion_goblin_science_step"
"FrankHalloween_arena_start","soundbanks/music_jingle_general.bank","event:/Main/Music/Jingle/music_jingle_general/music_jingle_general_frankhalloween_arena_start"
"Evo_Musketeer_Dep_Sfx","soundbanks/card_evolution_musketeer.bank","event:/Main/Card/Evolution/card_evolution_musketeer/card_evolution_musketeer_dep_sfx"
"Evo_Cannon_Dep_Sfx","soundbanks/card_evolution_cannon.bank","event:/Main/Card/Evolution/card_evolution_cannon/card_evolution_cannon_dep_sfx"
"Evo_Musketeer_Fire","soundbanks/card_evolution_musketeer.bank","event:/Main/Card/Evolution/card_evolution_musketeer/card_evolution_musketeer_fire"
"Evo_Musketeer_Reload","soundbanks/card_evolution_musketeer.bank","event:/Main/Card/Evolution/card_evolution_musketeer/card_evolution_musketeer_reload"
"Evo_Musketeer_Hit","soundbanks/card_evolution_musketeer.bank","event:/Main/Card/Evolution/card_evolution_musketeer/card_evolution_musketeer_hit"
"Evo_Musketeer_Big_Hit","soundbanks/card_evolution_musketeer.bank","event:/Main/Card/Evolution/card_evolution_musketeer/card_evolution_musketeer_big_hit"
"Evo_Cannon_Barrage_Explo","soundbanks/card_evolution_cannon.bank","event:/Main/Card/Evolution/card_evolution_cannon/card_evolution_cannon_barrage_explo"
